"Id","Lg","Lt","NId","D"
"172506","-5.96415203","37.41657728","1153","0"
"292214","-5.92051836","37.40449089","46751","0"
"172752","-5.91498567","37.39074901","30","0"
"172801","-5.91437373","37.39167323","30","0"
"171965","-5.95356","37.3680673","31","0"
"173047","-5.94442061","37.39857759","27","0"
"191962","-6.00625903","37.40618864","57","0"
"174650","-5.9714725","37.3566755","69","0"
"246080","-5.91735491","37.39283456","20","0"
"292182","-5.9203514","37.39358177","46725","0"
"191464","-5.99379437","37.37479734","20","0"
"183306","-5.96543577","37.39205292","46054","0"
"172658","-5.96901071","37.39232146","46281","0"
"172492","-5.952093","37.38735657","46270","T"
"172231","-5.95777598","37.38535687","1","0"
"172729","-5.91450651","37.39084806","20","0"
"172990","-5.94132366","37.39926167","34","X"
"191819","-6.00049735","37.39883086","34","0"
"191868","-5.99488873","37.40483033","4","0"
"191985","-6.00681827","37.40628208","72","0"
"166017","-5.99394574","37.3837385","580","0"
"183329","-5.95617995","37.38743002","30138","0"
"268063","-5.97085973","37.40897096","40271","X"
"293201","-5.92094192","37.40493239","46757","0"
"183163","-5.96420204","37.42193139","44168","0"
"172208","-5.9873927","37.36829162","122","0"
"175718","-5.95677736","37.36386577","144","0"
"173013","-5.9429987","37.40028826","56","0"
"192034","-6.00942707","37.40640433","120","0"
"174673","-5.96676845","37.35610921","92","0"
"247265","-5.96554426","37.36362996","1","0"
"171876","-5.9830459","37.36104728","5","0"
"192174","-5.99137883","37.40954685","23","0"
"192011","-6.00885277","37.40636093","97","0"
"202253","-5.98570606","37.35446227","46341","0"
"174699","-5.96328186","37.35700998","118","0"
"172280","-5.98585487","37.36574545","143","0"
"172609","-5.96624595","37.39041787","46243","0"
"174530","-5.97271975","37.38714569","9","0"
"243114","-5.96096736","37.38759749","30152","T"
"191842","-5.97673358","37.40180562","1","T"
"245533","-5.96927783","37.39465285","46179","0"
"183355","-5.96862493","37.39940193","13109","0"
"172941","-5.94069115","37.39907885","5","0"
"183186","-5.98295623","37.42142427","2971","0"
"171945","-5.95277682","37.36908231","17","0"
"174272","-5.95439834","37.36724381","15","0"
"192197","-6.00170712","37.41098438","46634","0"
"191533","-6.00280882","37.37734296","2","0"
"191656","-6.00900012","37.39043641","28","0"
"174221","-5.95919631","37.38150628","17","T"
"233891","-6.00416789","37.36864195","46668","0"
"172635","-5.96698436","37.39450401","46320","0"
"245891","-5.9246983","37.39604455","3","0"
"292208","-5.92029275","37.40402439","46745","0"
"245842","-5.91721332","37.40963558","2","0"
"248596","-5.96906923","37.43132189","46506","0"
"174295","-5.95746955","37.36555842","30","0"
"172586","-5.95771309","37.39702044","46263","0"
"191793","-6.00651582","37.39671861","46657","X"
"191799","-6.00612364","37.39690384","46625","0"
"191556","-5.9992024","37.37939205","15","0"
"191627","-6.01171715","37.38951501","8","0"
"245656","-5.9750066","37.37556578","31","0"
"174487","-5.97655524","37.37282295","12","0"
"174481","-5.97581724","37.37514047","26","0"
"172323","-5.95172218","37.37788697","47","T"
"290187","-5.98801705","37.40290614","46699","T"
"172400","-5.96615128","37.41042411","46143","T"
"171902","-5.95080023","37.37122073","4","0"
"174315","-5.95712718","37.3634081","19","0"
"172566","-5.95085222","37.39928681","46093","0"
"173064","-5.93974525","37.40296468","26","0"
"279118","-5.95407479","37.40714681","46611","0"
"191776","-6.01235183","37.39610229","6","0"
"191770","-6.00678658","37.39615225","46679","0"
"191942","-6.00698153","37.40602329","40","0"
"202227","-5.97728792","37.35397397","2","0"
"174581","-5.96967398","37.37994734","44","0"
"172251","-5.9616894","37.38251815","20","0"
"174415","-5.98524236","37.37594559","14","T"
"174464","-5.97521907","37.37685282","8","0"
"172300","-5.94676632","37.37877619","46387","0"
"172472","-5.96337744","37.40015467","46201","0"
"172964","-5.94358878","37.39718599","50","0"
"267024","-5.94363531","37.39723986","57","0"
"245556","-5.93742492","37.40708966","3","0"
"172417","-5.95007644","37.41137437","1134","T"
"172423","-5.95253325","37.40761462","46116","0"
"172466","-5.95950897","37.41424885","46261","0"
"174630","-5.98062568","37.35751041","174","0"
"171925","-5.95374473","37.36809353","2","0"
"191750","-6.00372414","37.39569349","24","0"
"191919","-6.00447733","37.40588373","22","X"
"174607","-5.97011928","37.36259582","6","T"
"174438","-5.98210041","37.37772767","1","0"
"172615","-5.9651715","37.39185362","46307","0"
"245776","-5.96948902","37.39368043","46187","0"
"172443","-5.96593654","37.39812739","46194","0"
"243120","-5.95954658","37.40293794","4","0"
"183263","-5.97075828","37.4090647","40129","0"
"173107","-5.93949844","37.40562489","6","T"
"174364","-5.95236043","37.37462786","77","0"
"171951","-5.95257849","37.36936614","20","0"
"191699","-5.98976075","37.39199266","4","T"
"191650","-6.00994066","37.39036673","22","0"
"245725","-6.00956065","37.39043705","40","0"
"172592","-5.96468817","37.39166954","46237","0"
"245799","-6.00645195","37.37189399","16","0"
"245676","-5.9678893","37.39357466","45804","0"
"245848","-5.96459307","37.39422184","46176","0"
"253840","-5.97029126","37.40131046","3","0"
"245135","-5.96945781","37.42927852","46437","0"
"174338","-5.95108587","37.37733685","58","0"
"174387","-5.94811721","37.3773113","100","0"
"172543","-5.95654278","37.40149021","45865","0"
"292202","-5.92011138","37.40392354","2","0"
"310496","-6.01538097","37.39264192","18","0"
"191968","-6.00963454","37.40608998","60","0"
"174656","-5.9705806","37.35677774","75","0"
"191458","-5.99432853","37.37467217","14","0"
"191470","-5.99438184","37.37496834","26","0"
"172486","-5.96752788","37.41588736","1143","0"
"183300","-5.96658925","37.39299688","45853","0"
"245576","-5.97786557","37.38392672","45","0"
"171988","-5.94928421","37.37461921","6","0"
"172237","-5.95760726","37.38524526","4","0"
"172984","-5.94306846","37.40030445","28","0"
"174395","-5.95835642","37.36172126","146","0"
"174644","-5.9729317","37.35780449","63","X"
"172735","-5.91972561","37.39161208","4","X"
"247485","-5.95301246","37.40020562","46491","0"
"191813","-6.00119388","37.39792564","31","0"
"191862","-6.00379977","37.40405524","46674","0"
"171882","-5.9826839","37.36043253","8","0"
"174550","-5.9837004","37.3874098","5","0"
"224328","-5.97082037","37.37084158","22","T"
"171845","-5.96233588","37.38019999","1","0"
"172343","-5.98198138","37.42930313","1113","0"
"172380","-5.96622031","37.41019837","44267","0"
"172878","-5.94255911","37.39715023","3","0"
"245968","-5.92219623","37.4037635","1","0"
"183157","-5.96893818","37.42269808","43432","0"
"183206","-5.97032504","37.42017881","43561","0"
"191756","-6.00708854","37.39579541","46606","0"
"191670","-6.00961011","37.39047286","42","0"
"250688","-5.97125825","37.3930599","46204","0"
"191507","-6.01253913","37.37573614","1","0"
"191421","-6.00693924","37.37195335","19","T"
"172523","-5.96419551","37.4165196","1163","0"
"192097","-5.98268189","37.40735146","46590","0"
"174444","-5.981843","37.37852944","7","T"
"174195","-5.97448932","37.38006032","4","0"
"248610","-5.9705613","37.43200522","46520","0"
"174358","-5.95089358","37.37727404","71","0"
"173113","-5.93463136","37.41082085","12","0"
"172437","-5.95377907","37.40715831","46119","0"
"172772","-5.92492276","37.39995324","1","0"
"172784","-5.91436174","37.3918035","28","0"
"172535","-5.95824878","37.39479581","46221","0"
"304245","-6.00042509","37.39891615","58","0"
"192148","-5.9923477","37.40824016","18","0"
"192062","-6.00846407","37.40651833","146","0"
"192111","-6.00939494","37.40680098","184","0"
"245719","-5.96936457","37.33527187","25","0"
"245768","-6.00875229","37.3735487","5","0"
"174750","-5.96900967","37.37231843","54","0"
"250674","-5.96308796","37.40469419","46557","0"
"183455","-5.9830869","37.42153973","2961","0"
"183406","-5.97883104","37.42729749","3122","0"
"172180","-5.93437871","37.37348482","1081","0"
"172721","-5.91558416","37.38845588","16","0"
"173127","-5.93452709","37.41010476","20","0"
"172094","-5.98485364","37.36462295","51","0"
"172131","-5.98653705","37.36742139","87","0"
"247428","-5.91462384","37.37755313","46484","0"
"191805","-6.00163407","37.39732742","29","0"
"192054","-6.00833158","37.40649567","139","0"
"245662","-5.9751618","37.37566748","37","0"
"183398","-5.95500516","37.38736615","30130","T"
"172821","-5.93001561","37.40534862","46396","0"
"245905","-5.92374825","37.39682019","14","0"
"268043","-5.91746324","37.40610379","12","0"
"175726","-5.98083275","37.35704721","24","0"
"171896","-5.97961509","37.35524834","7","0"
"175732","-5.98097258","37.35754102","184","T"
"310488","-6.01411564","37.3936779","10","0"
"191905","-6.00485556","37.4057413","12","0"
"203217","-5.98640481","37.35603193","46588","0"
"174593","-5.96902042","37.37907325","56","T"
"183249","-5.94980324","37.38705533","30067","0"
"246005","-5.94282638","37.40541116","15","0"
"172429","-5.95293783","37.40749899","46117","0"
"172927","-5.94354889","37.39717948","29","0"
"172921","-5.94139194","37.39712527","26","X"
"172970","-5.9413711","37.39929347","14","0"
"191762","-6.007106","37.39600049","46600","0"
"192254","-6.0039466","37.41557983","9","0"
"192005","-6.00929883","37.40632731","91","X"
"174693","-5.96421178","37.35676062","112","0"
"245862","-5.95914128","37.39224318","1","0"
"191513","-6.00550036","37.37600856","7","0"
"183349","-5.96906433","37.39917935","13116","0"
"254859","-5.91668391","37.39547154","46570","0"
"248616","-5.97209538","37.43271288","46526","0"
"172188","-5.93547998","37.37413884","1084","0"
"171939","-5.95320805","37.368530989999996","14","0"
"173021","-5.94399122","37.39982264","9","0"
"245613","-5.93666982","37.4113257","9","0"
"172778","-5.92003348","37.38816354","4","0"
"192154","-5.992122","37.40854116","19","0"
"192105","-6.00889894","37.40670459","179","0"
"245762","-5.96564264","37.36801299","2","0"
"172088","-5.9840132","37.36323619","45","0"
"172137","-5.98624499","37.36693061","89","0"
"191613","-5.9993575","37.38936891","1","T"
"172629","-5.96679666","37.39018491","46317","0"
"245713","-5.98001141","37.38544092","46458","0"
"183449","-5.9705812","37.40837416","40261","0"
"233860","-6.00477254","37.36816361","46423","0"
"174301","-5.95608691","37.3650356","36","0"
"174252","-5.95508595","37.36606667","178","0"
"172678","-5.91744118","37.39075573","4","T"
"247385","-5.92055063","37.38830313","9","0"
"310502","-6.01478249","37.39243788","24","0"
"192045","-6.0075128","37.40648489","130","0"
"191381","-5.97507063","37.37733692","27","0"
"183223","-5.96989371","37.39248329","46309","0"
"245570","-5.97757721","37.38386758","39","0"
"172480","-5.96153686","37.4085207","46208","0"
"172409","-5.96605773","37.41036924","46146","T"
"172077","-5.93954943","37.37026397","1063","0"
"175729","-5.95693211","37.36393713","72","0"
"247491","-5.95292787","37.40035803","46497","0"
"173073","-5.94372949","37.40511374","1","0"
"245902","-5.92373721","37.39698067","11","0"
"268052","-5.91690538","37.40531543","20","0"
"259894","-5.9102694","37.38583863","3","0"
"172812","-5.91627102","37.39333555","16","0"
"172741","-5.91619265","37.39075913","24","0"
"174733","-5.98494975","37.34958185","29","0"
"189389","-5.97591942","37.35647033","46584","0"
"172148","-5.98713361","37.36840258","93","0"
"192022","-6.00842658","37.40639999","108","0"
"174710","-5.9607166","37.35898932","129","0"
"172171","-5.98536889","37.36548245","103","0"
"191690","-6.00218535","37.39096259","13","0"
"245593","-5.96727824","37.39173769","1","0"
"245476","-5.97549853","37.38344662","23","0"
"239974","-6.00983748","37.37382725","4","0"
"172054","-5.94529682","37.37526365","1057","0"
"183200","-5.97042012","37.42013191","43567","0"
"174378","-5.94841451","37.37614325","91","0"
"292217","-5.92060605","37.40445412","9","0"
"295205","-5.91369179","37.40654396","10","0"
"296201","-5.91389851","37.40684712","7","0"
"245808","-5.95266007","37.3691977","48","0"
"171839","-5.97437626","37.34403394","4","0"
"172503","-5.94820393","37.40339988","46216","0"
"173050","-5.94437494","37.39883712","29","0"
"247468","-5.93624078","37.40644132","20","0"
"172386","-5.95252343","37.40762919","46111","0"
"172718","-5.91692416","37.38975528","1","0"
"191928","-6.00473607","37.40592806","29","X"
"191999","-6.00865408","37.40632698","85","0"
"202241","-5.97646067","37.35439966","3","0"
"174687","-5.96483123","37.35661088","106","0"
"174616","-5.96989432","37.36189487","50","0"
"191667","-6.00933407","37.39045112","39","0"
"174518","-5.97320432","37.3882946","12","T"
"227548","-5.9876843","37.38151865","46415","0"
"172194","-5.93559835","37.37415878","1090","0"
"183269","-5.94416671","37.38674142","30020","0"
"245524","-5.96724586","37.39630969","46170","0"
"172363","-5.96415516","37.41670227","1120","0"
"172526","-5.96790183","37.41599375","46189","0"
"290156","-5.92246539","37.40068887","8","0"
"174355","-5.95076269","37.37729106","68","0"
"172031","-5.94797157","37.37339788","64","0"
"172695","-5.91973975","37.39183795","2","0"
"173027","-5.94422617","37.39926506","14","0"
"310479","-6.01428487","37.39605461","5","0"
"191951","-6.00747444","37.40610769","49","0"
"245547","-6.00297804","37.38538248","4","0"
"274097","-5.98803138","37.38117404","14","0"
"191521","-6.00588589","37.37611817","11","0"
"172340","-5.98831764","37.42619914","46080","0"
"172008","-5.95067259","37.37132173","51","0"
"172217","-5.93475003","37.37372017","1103","0"
"183246","-5.94530483","37.38679776","30029","T"
"172881","-5.94320781","37.39715951","6","X"
"173004","-5.94121134","37.39938668","47","0"
"292171","-5.92219899","37.39594681","46714","0"
"172672","-5.92093187","37.38734475","2","0"
"174332","-5.95746117","37.36295877","151","0"
"172549","-5.95766125","37.40069871","46254","T"
"247514","-5.95067319","37.3954202","46501","0"
"202218","-5.97745313","37.35389015","46590","0"
"174664","-5.9698752","37.35723194","83","0"
"171885","-5.98156111","37.35852906","11","T"
"174209","-5.98377435","37.36227812","155","0"
"191876","-6.00349286","37.40495239","9","0"
"192214","-6.00150817","37.41144753","46643","0"
"191473","-5.99443297","37.37499336","29","0"
"183315","-5.96631826","37.39090957","46230","R"
"172572","-5.97296755","37.3885755","46166","0"
"247399","-6.01089876","37.3732821","32","0"
"183392","-5.95138518","37.38715802","30079","T"
"183386","-5.96693022","37.41159765","41076","0"
"263976","-5.91774639","37.40650183","2","0"
"174238","-5.95190579","37.37314922","50","T"
"171979","-5.94938714","37.3723079","38","0"
"172981","-5.94270247","37.40014174","25","0"
"171908","-5.98163282","37.35865482","21","T"
"174564","-5.98300761","37.3676745","2","0"
"274126","-5.95857901","37.40503769","46155","0"
"172910","-5.93025112","37.40549957","46403","0"
"192114","-6.00923639","37.40682857","187","X"
"174261","-5.95538713","37.36595696","162","0"
"191573","-5.98980914","37.38141336","1","0"
"174587","-5.96920132","37.37900211","50","0"
"191450","-5.9949127","37.37459266","6","0"
"191899","-5.97894623","37.40635833","2","T"
"233900","-5.99762967","37.36764256","23","0"
"250671","-5.96311977","37.40490802","46554","0"
"172595","-5.96688903","37.40168026","46220","0"
"192237","-5.97778192","37.41263239","1","0"
"171931","-5.95176043","37.37031718","10","0"
"172294","-5.95270223","37.37842247","2","0"
"183292","-5.9508266","37.3871223","30075","0"
"172958","-5.9406608","37.39905161","11","0"
"183415","-5.96397551","37.42459448","7363","0"
"191922","-6.00460357","37.40590539","24","0"
"192091","-6.00856776","37.40664797","172","0"
"202247","-5.97638829","37.3543075","9","0"
"174610","-5.96942643","37.36163119","44","0"
"172200","-5.98774895","37.36888769","118","0"
"245453","-6.00467917","37.38726758","2","0"
"174192","-5.97652934","37.383385","1","0"
"174779","-5.98283578","37.38148012","13","0"
"191504","-6.00571107","37.37575545","3","0"
"191427","-5.99996713","37.37292359","1","T"
"247445","-5.98207376","37.37631979","27","0"
"172025","-5.94956735","37.37201137","62","0"
"172271","-5.95765756","37.38522355","11","0"
"266014","-5.96833071","37.43106743","5","0"
"248604","-5.96997494","37.43173271","46514","0"
"172689","-5.93799449","37.39541683","2","0"
"172864","-5.92973822","37.40053779","5","T"
"192191","-6.0019964","37.41070753","19","0"
"191945","-6.00566297","37.40608658","43","X"
"192068","-6.00859657","37.406541","150","0"
"191404","-6.01132093","37.368558","46609","0"
"183461","-5.97046284","37.40814025","40267","0"
"172002","-5.94912545","37.37460173","13","0"
"183363","-5.95334101","37.38727521","30093","0"
"250717","-5.91982386","37.40626316","16","0"
"245430","-5.90271737","37.38781502","2","0"
"172764","-5.91596531","37.39075991","34","0"
"211249","-5.9144374","37.38687819","46376","T"
"172666","-5.9244362","37.38727302","46788","0"
"172887","-5.94194608","37.39713695","11","0"
"202224","-5.97737611","37.35380334","46594","0"
"200232","-5.97504504","37.35457812","46395","0"
"172125","-5.98270491","37.3610265","82","0"
"174633","-5.98084217","37.35787692","177","0"
"174215","-5.98421202","37.36301464","161","T"
"172223","-5.98680648","37.36731948","127","0"
"310508","-6.01430575","37.39284218","30","0"
"174727","-5.98585797","37.34905838","23","0"
"191636","-6.01368669","37.39010682","8","0"
"174478","-5.97575953","37.37513081","23","0"
"239991","-6.0120106","37.37273692","21","0"
"172403","-5.9660599","37.41046155","46144","0"
"191387","-6.00628785","37.36811606","1","0"
"174324","-5.95586447","37.36505747","28","0"
"183217","-5.9701168","37.42014089","43554","0"
"245244","-5.96396484","37.42185552","44177","0"
"189383","-5.97609456","37.35653485","46730","T"
"172154","-5.98720201","37.36851596","96","0"
"245825","-5.92226049","37.39074556","9","0"
"310519","-6.01421201","37.39268698","41","0"
"191991","-6.0084554","37.40629302","78","0"
"192028","-6.00877212","37.40640317","114","0"
"191696","-5.98969748","37.39191244","1","T"
"303240","-6.0138862","37.38905423","22","0"
"239980","-6.01063607","37.37340999","10","0"
"172509","-5.9675911","37.41590911","1154","0"
"247259","-5.92923424","37.42675874","46471","0"
"174384","-5.94813358","37.37720502","97","0"
"183323","-5.95686011","37.38746184","30144","0"
"183169","-5.97269597","37.42044535","43147","0"
"245931","-5.94189209","37.39713649","53","X"
"292211","-5.92036228","37.40429642","46748","0"
"293207","-5.92109316","37.40514158","46763","0"
"295211","-5.9135347","37.40632311","16","0"
"174679","-5.96585834","37.35634209","98","0"
"174716","-5.96012156","37.35975815","135","0"
